"","Taxonomic_ID","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"32","853",1,1,2,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii"
"33","856",1,0,0,0,0,0,0,0,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium varium"
"34","907",0,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera elsdenii"
"35","955",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia pipientis"
"36","1063",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter sphaeroides"
"37","1244",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","Leuconostoc gelidum"
"38","1254",1,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici"
"39","1275",1,2,0,0,0,1,0,7,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria rosea"
"40","1280",1,1,2,1,0,1,1,60,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus"
"41","1288",1,0,1,0,1,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus xylosus"
"42","1351",2,1,0,1,0,9,1,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis"
"43","1353",4,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum"
"44","1366",1,8,0,0,0,1,1,7,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus raffinolactis"
"45","1377",1,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus viridans"
"46","1404",1,0,0,0,0,1,1,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus megaterium"
"47","1428",1,0,1,0,0,0,19,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis"
"48","1467",1,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus lentus"
"49","1579",1,0,1,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus"
"50","1583",1,0,3,0,1,1,2,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella confusa"
"51","1584",0,4,0,0,1,0,0,258,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii"
"52","1631",1,0,1,4,0,1,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Fructobacillus","Fructobacillus fructosus"
"53","1684",4,16,5,31,1,12,2,20,"Bacteria",NA,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium asteroides"
"54","2035",0,0,0,0,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium flaccumfaciens"
"55","2047",1,18,1,0,1,6,0,53,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia dentocariosa"
"56","2134",51,34,158,139,216,100,72,60,"Bacteria",NA,"Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma melliferum"
"57","2137",0,0,0,0,0,0,0,0,"Bacteria",NA,"Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma apis"
"58","2188",0,0,0,0,0,0,0,0,"Archaea",NA,"Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus","Methanococcus voltae"
"59","2711",37,107,37,25,17,31,41,33,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Rutaceae","Citrus","Citrus sinensis"
"60","2769",1,0,0,0,0,0,0,0,"Eukaryota",NA,"Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"61","2850",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Phaeodactylaceae","Phaeodactylum","Phaeodactylum tricornutum"
"62","3067",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Volvocaceae","Volvox","Volvox carteri"
"63","3311",2,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Ginkgoopsida","Ginkgoales","Ginkgoaceae","Ginkgo","Ginkgo biloba"
"64","3330",12,0,1,1,1,0,0,7,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea glauca"
"65","3332",5,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea sitchensis"
"66","3346",40,0,0,0,5,1,0,13,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus pinea"
"67","3347",12,0,0,0,3,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus radiata"
"68","3349",12,3,0,0,3,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus sylvestris"
"69","3352",45950,147,59,53,5156,157,17,132,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus taeda"
"70","3389",2,0,0,0,1,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Gnetopsida","Ephedrales","Ephedraceae","Ephedra","Ephedra distachya"
"71","3415",4,1,17,1,3,2,32,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera"
"72","3469",20,1704,359,5827,3,5002,145,1722,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Papaveraceae","Papaver","Papaver somniferum"
"73","3498",30,24,31,27,19,20,7,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Moraceae","Morus","Morus alba"
"74","3505",2,10,9,4,1,8,8,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula pendula"
"75","3635",1,0,2,4,0,2,0,20,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Gossypium","Gossypium hirsutum"
"76","3649",2,0,0,0,0,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Caricaceae","Carica","Carica papaya"
"77","3652",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Bryonia","Bryonia dioica"
"78","3654",37,4,2,6,21,1,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Citrullus","Citrullus lanatus"
"79","3656",6,1,1,1,2,1,0,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis melo"
"80","3659",1,1,0,1,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis sativus"
"81","3679",36,5,3,27,10,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Ecballium","Ecballium elaterium"
"82","3694",4,1,2,4,2,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus trichocarpa"
"83","3726",5,266,35,32,1,25,13,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus","Raphanus sativus"
"84","3750",22,19,4,10,18,20,1,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus domestica"
"85","3755",12,10,5,19,5,3,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus dulcis"
"86","3767",1,2,1,0,0,2,0,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Pyrus","Pyrus pyrifolia"
"87","3818",1,1,1,1,0,3,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Arachis","Arachis hypogaea"
"88","3827",4,1,2,1,1,3,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Cicer","Cicer arietinum"
"89","3871",16,3,1,3,6,3,1,13,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus angustifolius"
"90","3880",1,28,65,16,0,48,40,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago truncatula"
"91","3885",4,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus vulgaris"
"92","3897",16,1,1,0,3,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Styphnolobium","Styphnolobium japonicum"
"93","3899",7,105,243,47,2,3,224,33,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium repens"
"94","3914",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Vigna","Vigna angularis"
"95","3972",7,6,3,9,6,2,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Viscaceae","Viscum","Viscum album"
"96","3981",9,1,3,0,10,4,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Hevea","Hevea brasiliensis"
"97","3983",15,0,2,0,8,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Manihot","Manihot esculenta"
"98","3988",2,1,2,1,1,2,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus","Ricinus communis"
"99","4052",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Araliaceae","Hedera","Hedera helix"
"100","4054",2,0,0,0,2,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Araliaceae","Panax","Panax ginseng"
"101","4081",1,4,0,3,1,2,1,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum lycopersicum"
"102","4113",1,0,0,1,0,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum tuberosum"
"103","4146",43,151,115,1034,6,139,66,550,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Olea","Olea europaea"
"104","4155",37,2,11,3,24,1,6,13,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","Erythranthe guttata"
"105","4432",2,1,0,0,1,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbo","Nelumbo nucifera"
"106","4436",1,1,0,1,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Bataceae","Batis","Batis maritima"
"107","4442",6,3,6,0,4,5,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Theaceae","Camellia","Camellia sinensis"
"108","4513",0,0,0,3,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hordeum","Hordeum vulgare"
"109","4530",0,0,0,0,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza","Oryza sativa"
"110","4577",11,2087,171,60,1,47,247,99,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Zea","Zea mays"
"111","4615",1,0,0,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Bromeliaceae","Ananas","Ananas comosus"
"112","4641",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Zingiberales","Musaceae","Musa","Musa acuminata"
"113","4679",2,3,4,1,4,1,3,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium","Allium cepa"
"114","4686",1580,0,2,1,1539,1,4,13,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis"
"115","4956",6,0,0,0,6,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces rouxii"
"116","5059",1,0,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"117","5535",2,0,0,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula glutinis"
"118","5580",0,0,1,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium pullulans"
"119","5599",61,4,6,3,18,1,1,0,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata"
"120","5664",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Leishmania","Leishmania major"
"121","5811",1,0,0,0,0,1,0,0,"Eukaryota",NA,"Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Toxoplasma","Toxoplasma gondii"
"122","5888",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Peniculida","Parameciidae","Paramecium","Paramecium tetraurelia"
"123","5911",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae","Tetrahymena","Tetrahymena thermophila"
"124","6183",1,0,1,0,1,1,0,0,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Schistosoma","Schistosoma mansoni"
"125","6850",1,0,0,1,0,1,0,0,"Eukaryota","Metazoa","Arthropoda","Merostomata","Xiphosura","Limulidae","Limulus","Limulus polyphemus"
"126","6956",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Pyroglyphidae","Dermatophagoides","Dermatophagoides pteronyssinus"
"127","7048",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Sitophilus","Sitophilus oryzae"
"128","7091",30,0,9,0,2,0,18,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Bombycidae","Bombyx","Bombyx mori"
"129","7108",2,0,0,0,1,6,0,26,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera frugiperda"
"130","7116",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris brassicae"
"131","7130",5,0,0,0,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca sexta"
"132","7137",9,1,488,1,17,11,1758,13,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Galleria","Galleria mellonella"
"133","7240",2,0,0,0,2,0,8,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans"
"134","7370",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Muscidae","Musca","Musca domestica"
"135","7375",4,0,1,0,2,0,1,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia","Lucilia cuprina"
"136","7460",350,482,135,243,226,395,158,86,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis mellifera"
"137","7461",27,25,8,19,12,27,13,7,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis cerana"
"138","7462",5,4,2,1,1,2,0,7,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis dorsata"
"139","7463",5,9,3,3,2,6,3,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis florea"
"140","10454",2,0,0,0,2,0,0,0,"Viruses",NA,NA,NA,NA,"Baculoviridae","Alphabaculovirus","Spodoptera exigua multiple nucleopolyhedrovirus"
"141","12110",0,0,0,0,0,0,0,0,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Aphthovirus","Foot-and-mouth disease virus"
"142","13164",2,0,1,7,1,1,1,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus","Myzus persicae"
"143","13333",4,5,2,1,9,3,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Amborellales","Amborellaceae","Amborella","Amborella trichopoda"
"144","13674",35,3,2,1,7,1,5,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Austrobaileyales","Schisandraceae","Schisandra","Schisandra sphenanthera"
"145","13750",1,2,1,0,0,2,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium macrocarpon"
"146","13894",7,1,30,0,9,45,21,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Cocos","Cocos nucifera"
"147","20340",110,0,0,0,56,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Ceratonia","Ceratonia siliqua"
"148","22663",2,0,45,131,1,0,102,93,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Punica","Punica granatum"
"149","24962",47,0,2,0,42,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Castanospermum","Castanospermum australe"
"150","28026",1,0,0,1,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudocatenulatum"
"151","28151",0,0,0,0,0,1,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia proteamaculans"
"152","28173",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio nigripulchritudo"
"153","28526",1,2,1,1,1,3,2,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum pennellii"
"154","28528",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus mugo"
"155","28612",5,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Tephritidae","Rhagoletis","Rhagoletis zephyria"
"156","28901",5,1,4,4,11,1,14,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"157","28964",4,0,0,3,3,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium maderense"
"158","29159",2,1,2,4,1,2,1,0,"Eukaryota","Metazoa","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea","Crassostrea gigas"
"159","29430",1,0,1,0,0,0,1,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter haemolyticus"
"160","29466",1,59,2,0,1,12,0,7,"Bacteria",NA,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella parvula"
"161","29483",0,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia aldovae"
"162","29486",1,1,0,0,2,0,1,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia ruckeri"
"163","29497",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio splendidus"
