# Gene Family	DSM_H4_Abundance-RPKs	DSM_H5_Abundance-RPKs	DSM_H6_Abundance-RPKs	DSM_H7_Abundance-RPKs	SM_H4_Abundance-RPKs	SM_H5_Abundance-RPKs	SM_H6_Abundance-RPKs	SM_H7_Abundance-RPKs
GO:0000271: [BP] polysaccharide biosynthetic process	140.897	177.619	256.054	96.118	1466.485	590.452	555.766	0.0
GO:0000272: [BP] polysaccharide catabolic process	0.0	0.0	0.0	0.0	9.113	0.0	0.0	0.0
GO:0000287: [MF] magnesium ion binding	1887.315	3107.932	4655.269	1461.636	13563.585	6365.986	9274.786	10.538
GO:0000302: [BP] response to reactive oxygen species	0.0	11.3	21.059	0.0	33.128	18.008	11.092	0.0
GO:0000309: [MF] nicotinamide-nucleotide adenylyltransferase activity	0.0	0.0	0.0	0.0	27.724	9.297	0.0	0.0
GO:0000310: [MF] xanthine phosphoribosyltransferase activity	35.346	73.02	158.512	66.948	472.407	189.722	209.232	0.0
GO:0000334: [MF] 3-hydroxyanthranilate 3,4-dioxygenase activity	0.0	0.0	0.0	0.0	12.987	0.0	0.0	0.0
GO:0000453: [BP] enzyme-directed rRNA 2'-O-methylation	72.829	86.611	139.896	40.894	382.783	182.737	261.142	0.0
GO:0000462: [BP] maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0	0.0	0.0	0.0	52.471	0.0	19.881	0.0
GO:0000716: [BP] transcription-coupled nucleotide-excision repair, DNA damage recognition	55.566	119.741	159.187	63.722	400.294	189.666	317.43	0.0
GO:0000723: [BP] telomere maintenance	0.0	0.0	0.0	0.0	12.261	0.0	0.0	0.0
GO:0000724: [BP] double-strand break repair via homologous recombination	119.602	196.657	312.184	83.787	727.326	417.61	642.714	0.0
GO:0000725: [BP] recombinational repair	75.16	114.238	186.182	52.97	350.156	190.714	326.639	0.0
GO:0000746: [BP] conjugation	0.0	0.0	0.0	0.0	927.263	0.0	0.0	0.0
GO:0000774: [MF] adenyl-nucleotide exchange factor activity	60.19	109.135	176.918	56.975	479.824	181.195	321.816	0.0
GO:0000820: [BP] regulation of glutamine family amino acid metabolic process	0.0	0.0	0.0	0.0	28.452	0.0	0.0	0.0
GO:0000902: [BP] cell morphogenesis	204.48	356.377	511.783	205.589	1639.119	798.709	1031.292	0.0
GO:0000906: [MF] 6,7-dimethyl-8-ribityllumazine synthase activity	0.0	0.0	16.728	0.0	146.747	35.584	40.365	0.0
GO:0000908: [MF] taurine dioxygenase activity	0.0	9.178	0.0	0.0	0.0	0.0	7.148	0.0
GO:0000917: [BP] barrier septum assembly	229.324	360.906	623.713	233.008	2217.273	1023.95	1043.342	0.0
GO:0000921: [BP] septin ring assembly	35.813	53.155	95.162	30.335	336.343	162.85	165.491	0.0
GO:0000967: [BP] rRNA 5'-end processing	86.09	118.819	201.887	48.052	461.321	172.19	351.862	8.828
GO:0000976: [MF] transcription regulatory region sequence-specific DNA binding	0.0	0.0	0.0	0.0	46.562	0.0	0.0	0.0
GO:0000986: [MF] bacterial-type RNA polymerase core promoter proximal region sequence-specific DNA binding	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
GO:0001073: [MF] transcription antitermination factor activity, DNA binding	0.0	0.0	0.0	0.0	34.042	0.0	0.0	0.0
GO:0001123: [BP] transcription initiation from bacterial-type RNA polymerase promoter	59.744	114.258	117.315	42.266	540.099	217.08	307.439	0.0
GO:0001216: [MF] bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding	0.0	0.0	0.0	0.0	42.262	9.334	0.0	0.0
GO:0001217: [MF] bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
GO:0001407: [BP] glycerophosphodiester transport	0.0	0.0	0.0	0.0	4.629	0.0	0.0	0.0
GO:0001522: [BP] pseudouridine synthesis	275.031	411.998	557.115	142.717	1728.927	871.581	1271.088	5.187
GO:0001530: [MF] lipopolysaccharide binding	0.0	0.0	0.0	0.0	33.724	0.0	0.0	0.0
GO:0001671: [MF] ATPase activator activity	0.0	0.0	0.0	0.0	46.396	21.258	0.0	0.0
GO:0001680: [BP] tRNA 3'-terminal CCA addition	43.477	57.985	120.204	28.149	355.374	108.782	187.847	0.0
GO:0001682: [BP] tRNA 5'-leader removal	59.13	168.567	207.066	93.107	682.65	256.544	448.482	0.0
GO:0002097: [BP] tRNA wobble base modification	0.0	0.0	0.0	0.0	26.324	0.0	0.0	0.0
GO:0002098: [BP] tRNA wobble uridine modification	87.264	161.798	213.091	72.902	523.4	289.993	479.84	0.0
GO:0002100: [BP] tRNA wobble adenosine to inosine editing	71.48	152.522	188.28	66.639	406.372	224.141	260.076	0.0
GO:0002101: [BP] tRNA wobble cytosine modification	0.0	0.0	0.0	0.0	4.566	8.451	0.0	0.0
GO:0002143: [BP] tRNA wobble position uridine thiolation	0.0	0.0	0.0	0.0	10.417	48.63	0.0	0.0
GO:0002161: [MF] aminoacyl-tRNA editing activity	344.899	438.815	683.64	255.938	2072.887	980.823	1465.087	0.0
GO:0002189: [CC] ribose phosphate diphosphokinase complex	0.0	0.0	0.0	0.0	25.513	0.0	0.0	0.0
GO:0002935: [MF] tRNA (adenine-C2-)-methyltransferase activity	0.0	11.004	8.101	6.349	52.021	9.335	5.578	8.176
GO:0002938: [BP] tRNA guanine ribose methylation	0.0	0.0	0.0	0.0	21.548	0.0	0.0	0.0
GO:0002949: [BP] tRNA threonylcarbamoyladenosine modification	191.673	310.271	423.32	152.532	1160.147	703.993	908.869	0.0
GO:0002953: NO_NAME	0.0	0.0	0.0	0.0	0.0	10.692	0.0	0.0
GO:0003333: [BP] amino acid transmembrane transport	0.0	0.0	12.125	0.0	8.847	0.0	0.0	0.0
GO:0003676: [MF] nucleic acid binding	2377.027	4108.716	5411.031	4687.989	17457.824	8120.662	7314.591	97.776
GO:0003677: [MF] DNA binding	8103.939	13790.43	18661.096	11877.873	84525.224	25951.334	31088.641	180.073
GO:0003678: [MF] DNA helicase activity	113.884	198.599	211.106	91.433	506.466	285.723	540.998	0.0
GO:0003684: [MF] damaged DNA binding	330.125	618.731	828.769	301.803	2276.679	1120.974	1634.585	0.0
GO:0003688: [MF] DNA replication origin binding	73.86	83.139	171.713	64.258	549.123	271.214	305.916	0.0
GO:0003690: [MF] double-stranded DNA binding	119.602	196.657	312.184	83.787	682.523	398.719	642.714	0.0
GO:0003697: [MF] single-stranded DNA binding	273.671	504.404	776.467	279.776	1690.355	763.741	1440.003	12.553
GO:0003700: [MF] transcription factor activity, sequence-specific DNA binding	1225.058	1916.725	2933.46	1056.323	12069.217	5339.549	5967.592	0.0
GO:0003723: [MF] RNA binding	1731.673	3095.368	4049.565	1535.46	14518.569	6583.329	8266.287	14.071
GO:0003725: [MF] double-stranded RNA binding	54.739	65.279	123.78	48.943	389.593	217.109	250.047	0.0
GO:0003727: [MF] single-stranded RNA binding	0.0	0.0	0.0	0.0	56.875	0.0	0.0	0.0
GO:0003729: [MF] mRNA binding	139.115	276.458	280.625	94.879	890.874	257.482	577.834	0.0
GO:0003730: [MF] mRNA 3'-UTR binding	0.0	0.0	0.0	0.0	16.691	0.0	0.0	0.0
GO:0003735: [MF] structural constituent of ribosome	7218.201	13448.893	16793.927	5047.619	47248.478	18091.746	29476.625	615.513
GO:0003743: [MF] translation initiation factor activity	198.231	461.209	522.915	259.312	1701.891	746.91	1228.856	22.113
GO:0003746: [MF] translation elongation factor activity	545.763	1004.123	1344.917	549.691	4536.019	2196.705	2950.813	0.0
GO:0003747: [MF] translation release factor activity	0.0	0.0	0.0	0.0	33.243	0.0	0.0	0.0
GO:0003755: [MF] peptidyl-prolyl cis-trans isomerase activity	145.442	296.447	385.955	155.498	1569.641	660.225	797.337	0.0
GO:0003774: [MF] motor activity	0.0	0.0	15.282	17.887	169.749	153.137	76.067	0.0
GO:0003796: [MF] lysozyme activity	276.297	498.971	689.036	212.477	2068.515	907.159	1243.195	0.0
GO:0003824: [MF] catalytic activity	515.447	761.353	1202.71	436.202	4468.316	1736.517	2307.699	0.0
GO:0003825: [MF] alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	0.0	0.0	0.0	0.0	20.966	0.0	0.0	0.0
GO:0003839: [MF] gamma-glutamylcyclotransferase activity	0.0	0.0	0.0	0.0	0.0	0.0	7.098	0.0
GO:0003841: [MF] 1-acylglycerol-3-phosphate O-acyltransferase activity	0.0	0.0	0.0	0.0	57.339	16.963	0.0	0.0
GO:0003842: [MF] 1-pyrroline-5-carboxylate dehydrogenase activity	0.0	0.0	0.0	0.0	24.968	0.0	8.793	0.0
GO:0003848: [MF] 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	0.0	0.0	0.0	15.015	71.639	13.516	30.599	6.706
GO:0003849: [MF] 3-deoxy-7-phosphoheptulonate synthase activity	0.0	0.0	10.332	0.0	73.099	12.431	0.0	0.0
GO:0003852: [MF] 2-isopropylmalate synthase activity	0.0	0.0	12.003	0.0	94.147	15.661	0.0	0.0
GO:0003855: [MF] 3-dehydroquinate dehydratase activity	0.0	12.423	0.0	0.0	101.014	25.122	9.434	0.0
GO:0003856: [MF] 3-dehydroquinate synthase activity	0.0	0.0	0.0	0.0	63.144	21.45	12.424	0.0
GO:0003857: [MF] 3-hydroxyacyl-CoA dehydrogenase activity	0.0	0.0	0.0	0.0	27.914	8.226	0.0	0.0
GO:0003860: [MF] 3-hydroxyisobutyryl-CoA hydrolase activity	0.0	0.0	0.0	0.0	17.486	0.0	0.0	0.0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity	7.385	24.127	13.603	0.0	132.481	60.081	70.737	0.0
GO:0003862: [MF] 3-isopropylmalate dehydrogenase activity	6.962	6.802	11.315	8.778	84.529	20.937	49.863	0.0
GO:0003864: [MF] 3-methyl-2-oxobutanoate hydroxymethyltransferase activity	0.0	14.594	24.161	25.685	34.894	17.764	29.288	0.0
GO:0003866: [MF] 3-phosphoshikimate 1-carboxyvinyltransferase activity	0.0	6.25	12.996	9.914	38.053	15.852	49.607	0.0
GO:0003867: [MF] 4-aminobutyrate transaminase activity	0.0	0.0	0.0	0.0	12.48	0.0	0.0	0.0
GO:0003870: [MF] 5-aminolevulinate synthase activity	0.0	10.359	10.43	0.0	18.182	0.0	10.089	0.0
GO:0003871: [MF] 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	19.016	66.178	143.505	33.676	266.981	167.714	316.208	0.0
GO:0003872: [MF] 6-phosphofructokinase activity	0.0	0.0	0.0	0.0	8.194	0.0	0.0	0.0
GO:0003879: [MF] ATP phosphoribosyltransferase activity	0.0	12.87	12.428	17.073	37.693	14.75	0.0	8.762
GO:0003882: [MF] CDP-diacylglycerol-serine O-phosphatidyltransferase activity	0.0	5.603	0.0	0.0	57.919	4.987	0.0	0.0
GO:0003883: [MF] CTP synthase activity	75.038	92.559	157.69	57.589	486.548	224.405	295.011	0.0
GO:0003884: [MF] D-amino-acid oxidase activity	0.0	0.0	0.0	0.0	62.377	0.0	7.466	0.0
GO:0003886: [MF] DNA (cytosine-5-)-methyltransferase activity	4.408	24.962	21.5	6.855	71.787	51.663	62.895	0.0
GO:0003887: [MF] DNA-directed DNA polymerase activity	435.883	612.542	1029.054	391.46	3800.553	1652.344	1773.315	0.0
GO:0003896: [MF] DNA primase activity	32.106	60.928	97.64	28.721	365.646	209.638	222.575	0.0
GO:0003899: [MF] DNA-directed RNA polymerase activity	390.793	568.156	1074.443	888.908	5266.298	1843.059	1983.421	0.0
GO:0003908: [MF] methylated-DNA-[protein]-cysteine S-methyltransferase activity	0.0	0.0	47.003	9.174	32.353	38.241	0.0	0.0
GO:0003910: [MF] DNA ligase (ATP) activity	0.0	0.0	0.0	0.0	5.536	0.0	0.0	0.0
GO:0003911: [MF] DNA ligase (NAD+) activity	54.191	101.738	119.227	39.705	384.885	188.392	305.683	0.0
GO:0003917: [MF] DNA topoisomerase type I activity	47.59	74.64	144.444	44.921	441.223	178.322	253.185	0.0
GO:0003918: [MF] DNA topoisomerase type II (ATP-hydrolyzing) activity	281.227	436.891	650.479	265.959	1799.424	934.756	1411.384	8.76
GO:0003919: [MF] FMN adenylyltransferase activity	48.691	73.681	125.955	18.529	350.282	175.828	209.158	0.0
GO:0003920: [MF] GMP reductase activity	150.898	255.295	342.238	133.355	793.424	367.516	781.719	9.531
GO:0003921: [MF] GMP synthase activity	0.0	0.0	0.0	0.0	49.272	0.0	0.0	0.0
GO:0003922: [MF] GMP synthase (glutamine-hydrolyzing) activity	61.428	95.06	161.207	41.759	517.882	214.958	304.661	0.0
GO:0003924: [MF] GTPase activity	943.327	1438.836	2191.148	788.144	6295.774	2994.359	4502.935	0.0
GO:0003934: [MF] GTP cyclohydrolase I activity	0.0	0.0	21.328	0.0	103.309	14.093	19.285	22.413
GO:0003935: [MF] GTP cyclohydrolase II activity	0.0	0.0	22.337	8.07	39.326	21.252	25.013	0.0
GO:0003937: [MF] IMP cyclohydrolase activity	85.258	181.247	231.426	66.535	438.325	225.585	446.622	0.0
GO:0003938: [MF] IMP dehydrogenase activity	6.179	8.382	12.95	9.496	48.148	26.718	17.925	0.0
GO:0003941: [MF] L-serine ammonia-lyase activity	0.0	0.0	10.435	10.385	23.985	30.961	16.572	0.0
GO:0003942: [MF] N-acetyl-gamma-glutamyl-phosphate reductase activity	14.742	27.165	67.451	21.996	152.591	102.167	128.6	0.0
GO:0003949: [MF] 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	0.0	0.0	6.673	0.0	68.099	0.0	29.238	0.0
GO:0003951: [MF] NAD+ kinase activity	196.523	252.289	395.625	169.7	1063.347	557.665	707.879	0.0
GO:0003952: [MF] NAD+ synthase (glutamine-hydrolyzing) activity	92.757	117.687	168.298	68.564	401.639	172.62	359.408	4.488
GO:0003954: [MF] NADH dehydrogenase activity	0.0	0.0	0.0	0.0	0.0	13.179	0.0	0.0
GO:0003955: [MF] NAD(P)H dehydrogenase (quinone) activity	0.0	10.877	0.0	0.0	36.865	0.0	27.135	0.0
GO:0003957: [MF] NAD(P)+ transhydrogenase (B-specific) activity	0.0	0.0	0.0	0.0	41.187	0.0	11.864	0.0
GO:0003960: [MF] NADPH:quinone reductase activity	0.0	0.0	0.0	0.0	4.926	0.0	0.0	0.0
GO:0003961: [MF] O-acetylhomoserine aminocarboxypropyltransferase activity	0.0	0.0	0.0	0.0	8.769	0.0	0.0	0.0
GO:0003962: [MF] cystathionine gamma-synthase activity	0.0	0.0	0.0	0.0	43.616	11.323	5.232	0.0
GO:0003964: [MF] RNA-directed DNA polymerase activity	0.0	0.0	0.0	0.0	353.635	0.0	0.0	0.0
GO:0003968: [MF] RNA-directed RNA polymerase activity	0.0	0.0	0.0	0.0	30.217	0.0	0.0	0.0
GO:0003977: [MF] UDP-N-acetylglucosamine diphosphorylase activity	68.116	126.834	172.0	54.027	450.996	246.927	352.203	0.0
GO:0003978: [MF] UDP-glucose 4-epimerase activity	84.866	131.387	151.257	38.604	431.109	174.223	273.747	0.0
GO:0003979: [MF] UDP-glucose 6-dehydrogenase activity	0.0	0.0	0.0	10.053	30.776	0.0	10.753	0.0
GO:0003983: [MF] UTP:glucose-1-phosphate uridylyltransferase activity	63.012	89.088	125.582	61.258	442.66	198.4	222.593	0.0
GO:0003984: [MF] acetolactate synthase activity	57.293	83.064	118.249	49.914	544.665	185.256	288.009	0.0
GO:0003985: [MF] acetyl-CoA C-acetyltransferase activity	0.0	0.0	0.0	0.0	0.0	13.907	0.0	0.0
GO:0003987: [MF] acetate-CoA ligase activity	0.0	0.0	0.0	0.0	30.637	0.0	0.0	0.0
GO:0003989: [MF] acetyl-CoA carboxylase activity	284.955	492.941	684.011	257.019	1585.05	783.394	1272.736	4.915
GO:0003991: [MF] acetylglutamate kinase activity	0.0	6.594	10.298	12.018	68.155	13.474	6.103	0.0
GO:0003992: [MF] N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	5.71	0.0	17.436	26.922	36.559	41.297	49.504	0.0
GO:0003993: [MF] acid phosphatase activity	0.0	0.0	12.551	0.0	0.0	6.953	12.074	0.0
GO:0003994: [MF] aconitate hydratase activity	0.0	0.0	14.748	0.0	47.509	8.423	0.0	0.0
GO:0003998: [MF] acylphosphatase activity	0.0	38.062	74.788	35.14	373.891	107.107	108.653	0.0
GO:0003999: [MF] adenine phosphoribosyltransferase activity	88.674	132.591	160.475	80.585	411.328	180.615	438.437	11.86
GO:0004000: [MF] adenosine deaminase activity	0.0	0.0	0.0	0.0	18.654	0.0	0.0	0.0
GO:0004003: [MF] ATP-dependent DNA helicase activity	401.47	640.491	874.393	308.96	2552.719	1253.434	1801.21	0.0
GO:0004004: [MF] ATP-dependent RNA helicase activity	125.404	201.244	256.005	108.541	809.475	366.433	572.018	0.0
GO:0004008: [MF] copper-exporting ATPase activity	0.0	0.0	0.0	0.0	0.0	10.214	0.0	0.0
GO:0004013: [MF] adenosylhomocysteinase activity	0.0	6.869	0.0	0.0	25.946	9.615	29.875	0.0
GO:0004014: [MF] adenosylmethionine decarboxylase activity	0.0	10.972	24.917	0.0	51.884	9.268	32.164	0.0
GO:0004015: [MF] adenosylmethionine-8-amino-7-oxononanoate transaminase activity	0.0	8.86	15.797	0.0	36.144	13.477	26.161	0.0
GO:0004016: [MF] adenylate cyclase activity	54.829	99.688	110.334	38.122	362.965	249.204	203.096	0.0
GO:0004017: [MF] adenylate kinase activity	56.34	62.045	154.709	48.731	515.385	242.988	209.357	0.0
GO:0004018: [MF] N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	76.79	123.46	189.494	59.075	451.585	245.98	360.732	0.0
GO:0004019: [MF] adenylosuccinate synthase activity	65.077	95.054	189.496	72.926	484.984	218.41	392.885	0.0
GO:0004020: [MF] adenylylsulfate kinase activity	0.0	7.032	0.0	0.0	18.358	0.0	13.084	0.0
GO:0004021: [MF] L-alanine:2-oxoglutarate aminotransferase activity	0.0	0.0	0.0	0.0	27.477	0.0	0.0	0.0
GO:0004022: [MF] alcohol dehydrogenase (NAD) activity	7.407	0.0	0.0	7.289	16.519	10.628	7.343	0.0
GO:0004034: [MF] aldose 1-epimerase activity	0.0	0.0	0.0	0.0	37.626	8.067	5.599	0.0
GO:0004040: [MF] amidase activity	219.505	378.238	511.513	155.575	1405.202	678.011	915.832	0.0
GO:0004042: [MF] acetyl-CoA:L-glutamate N-acetyltransferase activity	13.422	15.0	58.017	18.425	186.27	77.07	124.679	0.0
GO:0004044: [MF] amidophosphoribosyltransferase activity	59.825	149.818	213.782	56.064	381.929	173.614	387.169	0.0
GO:0004045: [MF] aminoacyl-tRNA hydrolase activity	58.234	137.773	109.697	73.938	469.547	185.772	260.15	0.0
GO:0004047: [MF] aminomethyltransferase activity	0.0	0.0	0.0	0.0	32.082	0.0	15.72	0.0
GO:0004048: [MF] anthranilate phosphoribosyltransferase activity	0.0	9.372	28.529	8.354	75.106	46.43	57.689	0.0
GO:0004049: [MF] anthranilate synthase activity	0.0	0.0	0.0	0.0	63.751	18.432	6.635	0.0
GO:0004055: [MF] argininosuccinate synthase activity	73.39	123.28	178.86	68.933	471.891	208.508	353.652	0.0
GO:0004056: [MF] argininosuccinate lyase activity	85.012	127.839	203.059	84.686	455.059	224.186	440.805	0.0
GO:0004057: [MF] arginyltransferase activity	0.0	0.0	0.0	0.0	5.963	0.0	0.0	0.0
GO:0004066: [MF] asparagine synthase (glutamine-hydrolyzing) activity	48.275	78.851	117.954	44.838	408.878	218.206	203.639	0.0
GO:0004067: [MF] asparaginase activity	78.996	125.197	153.169	60.657	422.31	222.157	378.091	4.803
GO:0004068: [MF] aspartate 1-decarboxylase activity	0.0	0.0	0.0	0.0	30.526	0.0	0.0	0.0
GO:0004069: [MF] L-aspartate:2-oxoglutarate aminotransferase activity	0.0	0.0	0.0	0.0	31.967	0.0	0.0	0.0
GO:0004070: [MF] aspartate carbamoyltransferase activity	43.53	136.346	173.697	44.215	245.563	100.76	318.115	0.0
GO:0004071: [MF] aspartate-ammonia ligase activity	0.0	0.0	0.0	0.0	15.461	10.456	0.0	0.0
GO:0004072: [MF] aspartate kinase activity	81.737	71.96	129.535	42.727	429.267	210.846	245.688	0.0
GO:0004073: [MF] aspartate-semialdehyde dehydrogenase activity	66.618	137.128	176.555	66.138	370.325	191.879	378.976	0.0
GO:0004075: [MF] biotin carboxylase activity	5.037	7.325	8.92	0.0	91.343	21.749	9.632	0.0
GO:0004076: [MF] biotin synthase activity	0.0	0.0	0.0	0.0	41.733	5.639	0.0	0.0
GO:0004077: [MF] biotin-[acetyl-CoA-carboxylase] ligase activity	33.129	67.077	102.349	18.487	296.682	116.545	243.27	0.0
GO:0004081: [MF] bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	0.0	13.915	0.0	0.0	0.0	0.0	15.215	0.0
GO:0004087: [MF] carbamoyl-phosphate synthase (ammonia) activity	0.0	0.0	0.0	0.0	57.469	0.0	9.391	0.0
GO:0004088: [MF] carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	217.928	323.949	522.259	169.051	1296.932	711.542	1076.627	0.0
GO:0004089: [MF] carbonate dehydratase activity	25.995	102.624	162.572	39.049	370.451	212.936	279.666	0.0
GO:0004096: [MF] catalase activity	89.927	146.756	230.587	68.0	475.688	242.067	423.977	0.0
GO:0004106: [MF] chorismate mutase activity	0.0	0.0	6.117	0.0	53.834	40.866	0.0	0.0
GO:0004107: [MF] chorismate synthase activity	0.0	14.978	28.161	0.0	56.775	35.862	52.06	0.0
GO:0004108: [MF] citrate (Si)-synthase activity	0.0	0.0	8.111	0.0	31.018	0.0	0.0	0.0
GO:0004109: [MF] coproporphyrinogen oxidase activity	11.515	15.648	0.0	0.0	109.893	67.755	9.542	0.0
GO:0004112: [MF] cyclic-nucleotide phosphodiesterase activity	0.0	0.0	0.0	0.0	41.078	0.0	0.0	0.0
GO:0004113: [MF] 2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	0.0	0.0	0.0	0.0	0.0	0.0	11.583	0.0
GO:0004115: [MF] 3',5'-cyclic-AMP phosphodiesterase activity	7.564	4.397	9.79	0.0	44.704	13.067	0.0	0.0
GO:0004121: [MF] cystathionine beta-lyase activity	0.0	0.0	14.34	0.0	15.2	21.018	0.0	0.0
GO:0004124: [MF] cysteine synthase activity	0.0	12.603	0.0	12.203	50.213	16.427	10.393	0.0
GO:0004127: [MF] cytidylate kinase activity	45.972	78.872	108.915	55.536	394.022	208.514	262.408	0.0
GO:0004129: [MF] cytochrome-c oxidase activity	5.783	5.905	45.644	4.855	240.494	14.576	56.027	0.0
GO:0004132: [MF] dCMP deaminase activity	32.991	140.132	145.095	71.434	433.439	191.172	248.754	0.0
GO:0004139: [MF] deoxyribose-phosphate aldolase activity	0.0	0.0	0.0	0.0	23.807	32.204	0.0	0.0
GO:0004140: [MF] dephospho-CoA kinase activity	67.94	87.989	81.17	38.888	364.787	161.842	183.998	0.0
GO:0004141: [MF] dethiobiotin synthase activity	0.0	0.0	10.992	0.0	15.615	6.859	0.0	0.0
GO:0004143: [MF] diacylglycerol kinase activity	0.0	0.0	0.0	0.0	45.517	22.189	0.0	0.0
GO:0004144: [MF] diacylglycerol O-acyltransferase activity	0.0	0.0	5.008	0.0	22.191	0.0	0.0	0.0
GO:0004146: [MF] dihydrofolate reductase activity	43.598	50.846	110.927	42.801	556.117	209.278	164.348	0.0
GO:0004148: [MF] dihydrolipoyl dehydrogenase activity	0.0	12.821	18.349	8.475	67.83	17.993	14.206	0.0
GO:0004149: [MF] dihydrolipoyllysine-residue succinyltransferase activity	0.0	5.047	11.923	0.0	39.804	7.368	28.091	0.0
GO:0004150: [MF] dihydroneopterin aldolase activity	0.0	0.0	0.0	15.015	43.496	13.143	42.219	6.706
GO:0004151: [MF] dihydroorotase activity	62.942	89.687	164.735	51.467	279.106	119.277	289.579	0.0
GO:0004152: [MF] dihydroorotate dehydrogenase activity	60.428	102.061	96.695	35.385	208.994	123.52	282.041	0.0
GO:0004156: [MF] dihydropteroate synthase activity	0.0	5.577	0.0	5.484	54.064	18.164	26.094	0.0
GO:0004160: [MF] dihydroxy-acid dehydratase activity	0.0	0.0	23.627	0.0	119.438	7.592	21.443	0.0
GO:0004161: [MF] dimethylallyltranstransferase activity	0.0	0.0	0.0	10.207	10.628	0.0	0.0	0.0
GO:0004163: [MF] diphosphomevalonate decarboxylase activity	42.778	52.838	86.02	27.039	307.721	130.753	173.709	0.0
GO:0004170: [MF] dUTP diphosphatase activity	85.418	109.104	171.858	89.848	511.213	227.717	341.582	0.0
GO:0004174: [MF] electron-transferring-flavoprotein dehydrogenase activity	0.0	7.593	9.534	0.0	45.95	7.767	25.693	0.0
