"","Taxonomic_ID","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"32","680",1,0,0,0,0,0,1,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio campbellii"
"33","826",0,0,0,0,0,0,0,0,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sebaldella","Sebaldella termitidis"
"34","853",1,1,2,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii"
"35","856",1,0,0,0,0,0,0,0,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium varium"
"36","907",0,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera elsdenii"
"37","955",1,0,0,0,1,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia pipientis"
"38","1063",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter sphaeroides"
"39","1244",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","Leuconostoc gelidum"
"40","1254",1,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici"
"41","1275",1,2,0,0,0,1,0,5,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria rosea"
"42","1280",1,1,2,2,0,1,1,49,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus"
"43","1282",4,318,30,16,2,50,4,253,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis"
"44","1288",1,0,1,0,2,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus xylosus"
"45","1351",3,1,0,2,1,9,1,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis"
"46","1353",4,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum"
"47","1358",28,72,5,9,20,34,11,2345,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis"
"48","1366",1,7,0,0,1,1,1,5,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus raffinolactis"
"49","1377",1,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus viridans"
"50","1404",1,0,0,0,0,1,1,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus megaterium"
"51","1428",1,0,1,0,1,0,19,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis"
"52","1467",1,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus lentus"
"53","1579",1,0,1,0,1,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus"
"54","1583",1,0,3,0,1,1,2,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella confusa"
"55","1584",0,4,0,0,1,0,0,214,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii"
"56","1631",1,0,1,5,0,1,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Fructobacillus","Fructobacillus fructosus"
"57","1684",4,16,6,36,1,13,2,16,"Bacteria",NA,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium asteroides"
"58","1747",14,1743,101,69,18,309,23,719,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes"
"59","2035",0,0,0,0,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium flaccumfaciens"
"60","2047",1,18,1,0,1,6,0,44,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia dentocariosa"
"61","2134",52,34,184,162,228,104,73,49,"Bacteria",NA,"Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma melliferum"
"62","2137",0,0,0,0,0,0,0,0,"Bacteria",NA,"Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma apis"
"63","2188",0,0,0,0,0,0,0,0,"Archaea",NA,"Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus","Methanococcus voltae"
"64","2711",38,105,44,29,18,33,41,27,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Rutaceae","Citrus","Citrus sinensis"
"65","2769",1,0,0,0,0,0,0,0,"Eukaryota",NA,"Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"66","2850",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Phaeodactylaceae","Phaeodactylum","Phaeodactylum tricornutum"
"67","3067",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Volvocaceae","Volvox","Volvox carteri"
"68","3311",3,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Ginkgoopsida","Ginkgoales","Ginkgoaceae","Ginkgo","Ginkgo biloba"
"69","3330",13,0,1,2,2,0,0,5,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea glauca"
"70","3332",5,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea sitchensis"
"71","3346",41,0,0,0,5,1,0,11,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus pinea"
"72","3347",13,0,0,0,3,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus radiata"
"73","3349",13,3,0,0,4,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus sylvestris"
"74","3352",47041,143,69,62,5436,163,17,110,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus taeda"
"75","3389",3,0,0,0,1,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Gnetopsida","Ephedrales","Ephedraceae","Ephedra","Ephedra distachya"
"76","3415",4,1,20,2,3,2,33,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera"
"77","3469",20,1668,419,6820,3,5168,147,1428,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Papaveraceae","Papaver","Papaver somniferum"
"78","3498",30,23,36,31,20,20,7,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Moraceae","Morus","Morus alba"
"79","3505",3,9,10,5,2,8,8,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula pendula"
"80","3635",1,0,2,5,0,2,0,16,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Gossypium","Gossypium hirsutum"
"81","3649",3,0,0,0,0,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Caricaceae","Carica","Carica papaya"
"82","3652",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Bryonia","Bryonia dioica"
"83","3654",38,4,2,7,22,1,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Citrullus","Citrullus lanatus"
"84","3656",6,1,1,2,3,1,0,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis melo"
"85","3659",1,1,0,2,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis sativus"
"86","3679",37,5,3,31,11,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Ecballium","Ecballium elaterium"
"87","3694",4,1,2,5,2,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus trichocarpa"
"88","3726",5,261,41,38,1,26,13,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus","Raphanus sativus"
"89","3750",23,19,4,12,19,20,1,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus domestica"
"90","3755",13,9,5,22,6,3,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus dulcis"
"91","3767",1,2,1,0,1,2,0,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Pyrus","Pyrus pyrifolia"
"92","3818",1,1,1,2,1,3,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Arachis","Arachis hypogaea"
"93","3827",4,1,2,2,2,3,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Cicer","Cicer arietinum"
"94","3871",16,3,1,3,6,3,1,11,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus angustifolius"
"95","3880",1,27,75,19,0,49,41,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago truncatula"
"96","3885",4,0,0,0,2,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus vulgaris"
"97","3897",16,1,1,0,3,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Styphnolobium","Styphnolobium japonicum"
"98","3899",8,103,284,55,3,3,227,27,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium repens"
"99","3914",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Vigna","Vigna angularis"
"100","3972",8,6,3,10,7,2,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Viscaceae","Viscum","Viscum album"
"101","3981",9,1,3,0,11,4,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Hevea","Hevea brasiliensis"
"102","3983",15,0,2,0,8,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Manihot","Manihot esculenta"
"103","3988",3,1,2,2,1,2,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus","Ricinus communis"
"104","4052",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Araliaceae","Hedera","Hedera helix"
"105","4054",3,0,0,0,2,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Araliaceae","Panax","Panax ginseng"
"106","4081",1,4,0,3,2,2,1,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum lycopersicum"
"107","4113",1,0,0,2,1,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum tuberosum"
"108","4146",44,148,135,1210,7,143,66,456,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Olea","Olea europaea"
"109","4155",38,2,13,3,25,1,7,11,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","Erythranthe guttata"
"110","4432",3,1,0,0,2,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbo","Nelumbo nucifera"
"111","4436",1,1,0,2,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Bataceae","Batis","Batis maritima"
"112","4442",6,3,7,0,5,6,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Theaceae","Camellia","Camellia sinensis"
"113","4513",0,0,0,3,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hordeum","Hordeum vulgare"
"114","4530",0,0,0,0,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza","Oryza sativa"
"115","4577",11,2043,200,71,1,49,251,82,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Zea","Zea mays"
"116","4615",1,0,0,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Bromeliaceae","Ananas","Ananas comosus"
"117","4641",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Zingiberales","Musaceae","Musa","Musa acuminata"
"118","4679",3,3,4,2,5,1,3,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium","Allium cepa"
"119","4686",1618,0,2,2,1623,1,4,11,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis"
"120","4956",6,0,0,0,7,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces rouxii"
"121","5059",1,0,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"122","5535",3,0,0,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula glutinis"
"123","5580",0,0,1,0,1,0,0,0,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium pullulans"
"124","5599",62,4,7,3,19,1,1,0,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata"
"125","5664",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Leishmania","Leishmania major"
"126","5811",1,0,0,0,0,1,0,0,"Eukaryota",NA,"Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Toxoplasma","Toxoplasma gondii"
"127","5888",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Peniculida","Parameciidae","Paramecium","Paramecium tetraurelia"
"128","5911",0,0,0,0,0,0,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae","Tetrahymena","Tetrahymena thermophila"
"129","6183",1,0,1,0,2,1,0,0,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Schistosoma","Schistosoma mansoni"
"130","6850",1,0,0,2,0,1,0,0,"Eukaryota","Metazoa","Arthropoda","Merostomata","Xiphosura","Limulidae","Limulus","Limulus polyphemus"
"131","6956",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Pyroglyphidae","Dermatophagoides","Dermatophagoides pteronyssinus"
"132","7048",1,0,0,0,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Sitophilus","Sitophilus oryzae"
"133","7091",30,0,11,0,2,0,19,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Bombycidae","Bombyx","Bombyx mori"
"134","7108",3,0,0,0,2,6,0,22,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera frugiperda"
"135","7116",1,0,0,0,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris brassicae"
"136","7130",5,0,0,0,2,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca sexta"
"137","7137",9,1,570,2,18,11,1782,11,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Galleria","Galleria mellonella"
"138","7240",3,0,0,0,2,0,8,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans"
"139","7370",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Muscidae","Musca","Musca domestica"
"140","7375",4,0,1,0,3,0,1,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia","Lucilia cuprina"
"141","7460",358,471,157,285,239,409,160,71,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis mellifera"
"142","7461",28,24,10,22,12,28,13,5,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis cerana"
"143","7462",5,4,2,2,2,2,0,5,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis dorsata"
"144","7463",5,8,3,3,3,6,3,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis florea"
"145","10454",3,0,0,0,3,0,0,0,"Viruses",NA,NA,NA,NA,"Baculoviridae","Alphabaculovirus","Spodoptera exigua multiple nucleopolyhedrovirus"
"146","12110",0,0,0,0,0,0,0,0,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Aphthovirus","Foot-and-mouth disease virus"
"147","13164",3,0,1,9,1,1,1,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus","Myzus persicae"
"148","13333",4,5,2,2,10,3,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Amborellales","Amborellaceae","Amborella","Amborella trichopoda"
"149","13674",35,3,2,2,8,1,5,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Austrobaileyales","Schisandraceae","Schisandra","Schisandra sphenanthera"
"150","13750",1,2,1,0,0,2,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium macrocarpon"
"151","13894",8,1,35,0,9,46,22,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Cocos","Cocos nucifera"
"152","20340",113,0,0,0,59,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Ceratonia","Ceratonia siliqua"
"153","22663",3,0,52,154,1,0,103,77,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Punica","Punica granatum"
"154","24962",48,0,2,0,44,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Castanospermum","Castanospermum australe"
"155","28026",1,0,0,2,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudocatenulatum"
"156","28151",0,0,0,0,0,1,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia proteamaculans"
"157","28173",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio nigripulchritudo"
"158","28526",1,2,1,2,2,3,2,5,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum pennellii"
"159","28528",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus mugo"
"160","28612",5,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Tephritidae","Rhagoletis","Rhagoletis zephyria"
"161","28901",5,1,4,5,11,1,14,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"162","28964",4,0,0,3,3,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium maderense"
"163","29159",3,1,2,5,2,2,1,0,"Eukaryota","Metazoa","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea","Crassostrea gigas"
